t.name,s.id,s.name,s.description,labels(s)
"""AEM Developer""","""KS125L379G50N3RFRHDR""","""Content Repository API For Java""","""Content Repository API for Java (JCR) is a specification for a Java platform application programming interface (API) to access content repositories in a uniform manner. The content repositories are used in content management systems to keep the content data and also the metadata used in content management systems (CMS) such as versioning metadata. The specification was developed under the Java Community Process as JSR-170, and as JSR-283. The main Java package is javax.jcr.""","[""SpecializedSkill""]"
"""Adobe Experience Manager Developer""","""KS125L379G50N3RFRHDR""","""Content Repository API For Java""","""Content Repository API for Java (JCR) is a specification for a Java platform application programming interface (API) to access content repositories in a uniform manner. The content repositories are used in content management systems to keep the content data and also the metadata used in content management systems (CMS) such as versioning metadata. The specification was developed under the Java Community Process as JSR-170, and as JSR-283. The main Java package is javax.jcr.""","[""SpecializedSkill""]"
"""Full Stack C# Developer""","""KS122N25ZVF0RTZ1YZZ4""","""D3.js (Javascript Library)""","""D3.js is a JavaScript library for producing dynamic, interactive data visualizations in web browsers. It makes use of Scalable Vector Graphics (SVG), HTML5, and Cascading Style Sheets (CSS) standards. It is the successor to the earlier Protovis framework. Its development was noted in 2011, as version 2.0.0 was released in August 2011.""","[""SpecializedSkill""]"
"""Oracle SQL Developer""","""KS122R86MPP4FW04XD7V""","""DB2 SQL""","""SQL Return Codes are used on a day-to-day basis for the diagnosis of programming failures as a result of SQL calls by DB2 computer programs. An important feature of DB2 programs is the error processing. The error diagnostic containing the SQL Return Code is held in the field SQLCODE within the DB2 SLCA block.""","[""SpecializedSkill""]"
""".NET Developer""","""KS122R86MPP4FW04XD7V""","""DB2 SQL""","""SQL Return Codes are used on a day-to-day basis for the diagnosis of programming failures as a result of SQL calls by DB2 computer programs. An important feature of DB2 programs is the error processing. The error diagnostic containing the SQL Return Code is held in the field SQLCODE within the DB2 SLCA block.""","[""SpecializedSkill""]"
"""Java Developer""","""KS61ZX00TEDMBSZ60YHX""","""Docker Engine""","""Docker Engine is not a specific job skill, but rather a software program created by Docker, Inc. that enables the deployment and management of containerized applications. Docker Engine is typically used by individuals with skills in software development, DevOps, cloud computing, and infrastructure management. The ability to configure, troubleshoot, and optimize Docker Engine is often considered a valuable skill for these types of roles.""","[""SpecializedSkill""]"
"""Software Developer""","""KS61ZX00TEDMBSZ60YHX""","""Docker Engine""","""Docker Engine is not a specific job skill, but rather a software program created by Docker, Inc. that enables the deployment and management of containerized applications. Docker Engine is typically used by individuals with skills in software development, DevOps, cloud computing, and infrastructure management. The ability to configure, troubleshoot, and optimize Docker Engine is often considered a valuable skill for these types of roles.""","[""SpecializedSkill""]"
"""Software Developer Engineer""","""KS61ZX00TEDMBSZ60YHX""","""Docker Engine""","""Docker Engine is not a specific job skill, but rather a software program created by Docker, Inc. that enables the deployment and management of containerized applications. Docker Engine is typically used by individuals with skills in software development, DevOps, cloud computing, and infrastructure management. The ability to configure, troubleshoot, and optimize Docker Engine is often considered a valuable skill for these types of roles.""","[""SpecializedSkill""]"
"""Java Developer""","""BGSDB04BC27B4EC647E5""","""Docker Hub""","""Docker Hub is a cloud-based platform that allows developers to store and share containerized applications and images. It serves as a centralized hub where developers can access and manage their images, collaborate with team members, and deploy their applications to various environments. It also provides a range of valuable features such as automated builds, versioning, and security scanning to streamline the Docker image lifecycle.""","[""SpecializedSkill""]"
"""Data Developer""","""BGSBA039800FDDE43299""","""Docker Machine""","""Docker Machine is a command-line tool used to create and manage Docker hosts on local or remote machines. It automates the process of setting up Docker environments and provides a simple way to manage multiple Docker containers from a single command line. By using Docker Machine, developers can easily deploy and manage their applications on a variety of infrastructure providers including Amazon Web Services, Microsoft Azure, Google Cloud Platform, and more. This specialized skill is important for DevOps professionals who need to create and manage Docker environments in a scalable, efficient, and reproducible way.""","[""SpecializedSkill""]"
